tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
100139,77507631,True,Thu Nov 23 21:35:00 +0000 2023,"I want a refund for my last trip, it was a mess @Uber_Support 🙏",100140,
100287,34101347,True,Mon Oct 23 03:51:00 +0000 2023,still waiting to hear back,,100286
100078,85394042,True,Wed Jan 11 03:29:00 +0000 2023,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support",100079,
100173,97619725,True,Wed Apr 05 17:23:00 +0000 2023,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support",100174,
100470,71817963,True,Fri Sep 01 18:47:00 +0000 2023,"done, sent the details",,100469
100551,87351257,True,Sun Oct 01 13:05:00 +0000 2023,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support 🙏",100552,
100147,Uber_Support,False,Tue Aug 15 05:11:00 +0000 2023,We understand. Please DM your trip ID and we'll review it for a possible refund.,100148,100146
100272,15838113,True,Wed Nov 29 08:09:00 +0000 2023,driver took a completely different route than the app showed and it cost me extra @Uber_Support,100273,
100077,Uber_Support,False,Fri Oct 13 13:11:00 +0000 2023,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,100076
100081,78149300,True,Sat Dec 09 18:57:00 +0000 2023,"I want a refund for my last trip, it was a mess @Uber_Support",100082,
100212,Uber_Support,False,Tue Feb 21 16:44:00 +0000 2023,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,100211
100071,Uber_Support,False,Sat Apr 29 17:19:00 +0000 2023,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,100070
100283,Uber_Support,False,Sun May 14 19:50:00 +0000 2023,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,100284,100282
100273,Uber_Support,False,Wed Nov 29 08:22:00 +0000 2023,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,100272
100216,54519683,True,Sun Jun 11 02:03:00 +0000 2023,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,100217,
100150,Uber_Support,False,Mon Jun 19 04:58:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,100149
100469,Uber_Support,False,Fri Sep 01 18:41:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,100470,100468
100110,12474155,True,Sun Sep 24 21:45:00 +0000 2023,"I was harassed by my driver during my ride tonight, this needs to be looked at immediately @Uber_Support 😡",100111,
100313,Uber_Support,False,Thu Jul 06 15:54:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,100314,100312
100240,Uber_Support,False,Mon Mar 27 07:36:00 +0000 2023,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,,100239
100243,43209375,True,Thu Mar 09 14:59:00 +0000 2023,why was I charged double for the same trip?? @Uber_Support,100244,
100049,Uber_Support,False,Sun May 14 13:39:00 +0000 2023,"Love to hear it, thank you for the kind words!",100050,100048
100198,Uber_Support,False,Thu Mar 23 10:18:00 +0000 2023,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,100197
100062,95341298,True,Tue May 02 03:22:00 +0000 2023,sent!,,100061
100140,Uber_Support,False,Thu Nov 23 22:09:00 +0000 2023,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,100139
100124,57859883,True,Wed Mar 08 14:42:00 +0000 2023,why was I charged double for the same trip?? @Uber_Support...,100125,
100259,22234294,True,Sat Aug 26 18:30:00 +0000 2023,the app keeps crashing every time I try to request a ride @Uber_Support,100260,
100053,35990584,True,Sun Sep 10 03:20:00 +0000 2023,my driver never showed up and I still got charged for cancelling @Uber_Support,100054,
100508,71509425,True,Tue Jun 27 06:29:00 +0000 2023,"done, sent the details",,100507
100406,Uber_Support,False,Thu Nov 30 07:26:00 +0000 2023,This is incredibly concerning and we want to help immediately. Can you please contact our dedicated safety team here: https://help.uber.com/safety,100407,100405
100085,70066221,True,Sun Feb 19 23:58:00 +0000 2023,sent!,,100084
100369,Uber_Support,False,Mon Jun 05 21:27:00 +0000 2023,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,100370,100368
100309,95797050,True,Mon Nov 13 20:46:00 +0000 2023,my promo code didn't apply and I got charged full price @Uber_Support,100310,
100373,32756687,True,Sun Jun 18 15:07:00 +0000 2023,"can I get my money back for this ride, it was way overpriced @Uber_Support",100374,
100152,Uber_Support,False,Sun Apr 16 11:03:00 +0000 2023,"Great question -- restaurant availability updates regularly, keep an eye on the app!",100153,100151
100196,27175419,True,Thu Aug 17 03:04:00 +0000 2023,"done, sent the details",,100195
100031,45265254,True,Thu Apr 13 15:32:00 +0000 2023,the app keeps crashing every time I try to request a ride @Uber_Support,100032,
100495,Uber_Support,False,Sun Mar 12 01:42:00 +0000 2023,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,100494
100292,97610038,True,Wed Dec 13 05:33:00 +0000 2023,still waiting to hear back,,100291
100033,92891895,True,Sun Aug 27 11:11:00 +0000 2023,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support",100034,
100341,38449609,True,Tue May 23 13:31:00 +0000 2023,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support",100342,
100224,72283819,True,Mon Jan 23 18:49:00 +0000 2023,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,100225,
100298,71257352,True,Wed Feb 22 08:06:00 +0000 2023,"done, sent the details",,100297
100063,27050801,True,Wed Jan 11 00:43:00 +0000 2023,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support",100064,
100118,21339367,True,Thu Aug 31 04:50:00 +0000 2023,driver took a completely different route than the app showed and it cost me extra @Uber_Support,100119,
100032,Uber_Support,False,Thu Apr 13 15:50:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,,100031
100540,Uber_Support,False,Fri Jul 28 00:53:00 +0000 2023,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,100539
100043,51856109,True,Wed Feb 01 06:28:00 +0000 2023,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support",100044,
100137,12528752,True,Thu Aug 17 00:03:00 +0000 2023,"the driver was smoking in the car with the windows up, it was so uncomfortable @Uber_Support",100138,
100417,75084754,True,Tue Jun 06 00:13:00 +0000 2023,my promo code didn't apply and I got charged full price @Uber_Support,100418,
100264,57940118,True,Wed May 31 19:55:00 +0000 2023,still waiting to hear back,,100263
100560,72268986,True,Mon Jul 10 09:55:00 +0000 2023,still waiting to hear back,,100559
100572,57435208,True,Sat Apr 01 18:59:00 +0000 2023,just dm'd you,,100571
100492,Uber_Support,False,Mon Oct 09 04:25:00 +0000 2023,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,100493,100491
100054,Uber_Support,False,Sun Sep 10 04:08:00 +0000 2023,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,100055,100053
100533,41963674,True,Sun Feb 05 12:32:00 +0000 2023,when is uber eats getting more restaurant options in my area @Uber_Support,100534,
100168,84377153,True,Wed Jul 19 23:13:00 +0000 2023,the app keeps crashing every time I try to request a ride @Uber_Support 🙏,100169,
100038,86072408,True,Sat Feb 25 01:46:00 +0000 2023,"the driver was smoking in the car with the windows up, it was so uncomfortable @Uber_Support",100039,
100098,44709914,True,Sun May 28 19:13:00 +0000 2023,"I want a refund for my last trip, it was a mess @Uber_Support",100099,
100542,Uber_Support,False,Sun Sep 24 03:31:00 +0000 2023,This made our day! Thank you for sharing -- we'll be sure to pass it along.,100543,100541
100580,Uber_Support,False,Wed Dec 13 05:04:00 +0000 2023,We're so sorry to hear this and want to make sure you're safe. Please reach out to our safety line so a specialist can help right away: https://help.uber.com/safety,100581,100579
100392,Uber_Support,False,Thu Aug 17 19:20:00 +0000 2023,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,100393,100391
100597,Uber_Support,False,Mon Sep 04 17:47:00 +0000 2023,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,100596
100527,30051053,True,Fri Apr 07 23:48:00 +0000 2023,driver took a completely different route than the app showed and it cost me extra @Uber_Support...,100528,
100389,Uber_Support,False,Fri Sep 01 05:37:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,100390,100388
100609,Uber_Support,False,Thu Jun 08 16:02:00 +0000 2023,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,100608
100175,97619725,True,Wed Apr 05 17:45:00 +0000 2023,just dm'd you,,100174
100307,54403096,True,Fri Oct 06 09:31:00 +0000 2023,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support 🙏",100308,
100342,Uber_Support,False,Tue May 23 13:47:00 +0000 2023,This made our day! Thank you for sharing -- we'll be sure to pass it along.,100343,100341
100494,38547258,True,Sun Mar 12 00:27:00 +0000 2023,why was I charged double for the same trip?? @Uber_Support,100495,
100421,17658849,True,Wed Feb 01 03:19:00 +0000 2023,sent!,,100420
100011,Uber_Support,False,Mon Jun 19 13:02:00 +0000 2023,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,100012,100010
100332,45339330,True,Sun Sep 17 02:47:00 +0000 2023,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support",100333,
100238,67251144,True,Sat Nov 18 17:09:00 +0000 2023,still waiting to hear back,,100237
100411,29631149,True,Tue May 09 13:42:00 +0000 2023,my promo code didn't apply and I got charged full price @Uber_Support,100412,
100271,77707886,True,Sat Mar 04 12:47:00 +0000 2023,just dm'd you,,100270
100256,Uber_Support,False,Tue Oct 24 15:45:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,,100255
100448,Uber_Support,False,Thu Jan 19 03:35:00 +0000 2023,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,,100447
100157,Uber_Support,False,Wed May 24 12:24:00 +0000 2023,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,100158,100156
100520,Uber_Support,False,Sun Oct 22 00:56:00 +0000 2023,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,100519
100013,56100526,True,Sat Sep 23 13:59:00 +0000 2023,"left my jacket in the car from my ride tonight, help! @Uber_Support",100014,
100379,Uber_Support,False,Tue Feb 28 14:33:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,100378
100600,27082244,True,Wed May 31 09:08:00 +0000 2023,the app keeps crashing every time I try to request a ride @Uber_Support,100601,
100080,85394042,True,Wed Jan 11 05:34:00 +0000 2023,"done, sent the details",,100079
100218,37837083,True,Fri May 19 09:37:00 +0000 2023,driver took a completely different route than the app showed and it cost me extra @Uber_Support,100219,
100599,Uber_Support,False,Fri Oct 27 00:17:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,,100598
100444,54412145,True,Sun Mar 12 00:25:00 +0000 2023,"can I get my money back for this ride, it was way overpriced @Uber_Support 🙏",100445,
100115,95359381,True,Mon Feb 20 20:52:00 +0000 2023,my account got deactivated and I have no idea why @Uber_Support,100116,
100534,Uber_Support,False,Sun Feb 05 13:11:00 +0000 2023,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,100535,100533
100571,Uber_Support,False,Sat Apr 01 18:26:00 +0000 2023,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,100572,100570
100017,Uber_Support,False,Sun Jan 15 07:20:00 +0000 2023,"Great question -- restaurant availability updates regularly, keep an eye on the app!",,100016
100591,42016493,True,Fri Apr 28 22:44:00 +0000 2023,"just wanted to say the new app update is so much smoother, nice work @Uber_Support",100592,
100186,51878080,True,Sun Nov 05 23:54:00 +0000 2023,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,100187,
100009,Uber_Support,False,Sun Feb 05 12:26:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,100008
100199,42528686,True,Fri Jun 23 01:16:00 +0000 2023,"I can't add my new card, it keeps saying payment failed @Uber_Support",100200,
100545,Uber_Support,False,Mon May 29 14:57:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,100546,100544
100208,35140753,True,Thu Nov 23 09:31:00 +0000 2023,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support",100209,
100556,14036404,True,Sun Jan 08 01:58:00 +0000 2023,"I want a refund for my last trip, it was a mess @Uber_Support",100557,
100505,91701391,True,Fri Feb 17 16:44:00 +0000 2023,sent!,,100504
100190,80848359,True,Wed Nov 08 12:22:00 +0000 2023,"done, sent the details",,100189
100607,62436779,True,Tue Jul 11 14:36:00 +0000 2023,ok thank you,,100606
100619,81154026,True,Fri Sep 29 18:43:00 +0000 2023,the app keeps crashing every time I try to request a ride @Uber_Support,100620,
100161,11573248,True,Sat Nov 25 06:00:00 +0000 2023,my promo code didn't apply and I got charged full price @Uber_Support,100162,
100203,Uber_Support,False,Fri Jun 02 22:40:00 +0000 2023,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,100202
100193,96885593,True,Sun Nov 05 05:54:00 +0000 2023,sent!,,100192
100073,Uber_Support,False,Sat Jun 03 04:28:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,100072
100618,Uber_Support,False,Sun Feb 26 04:56:00 +0000 2023,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,100617
100284,98428371,True,Sun May 14 20:40:00 +0000 2023,"done, sent the details",,100283
100480,Uber_Support,False,Mon Aug 07 21:39:00 +0000 2023,We're so sorry to hear this and want to make sure you're safe. Please reach out to our safety line so a specialist can help right away: https://help.uber.com/safety,100481,100479
100246,41055424,True,Fri Aug 25 12:38:00 +0000 2023,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support",100247,
100481,30283041,True,Mon Aug 07 22:18:00 +0000 2023,still waiting to hear back,,100480
100365,24033524,True,Thu Aug 17 14:57:00 +0000 2023,my account got deactivated and I have no idea why @Uber_Support,100366,
100234,Uber_Support,False,Sun Jan 29 19:51:00 +0000 2023,We understand. Please DM your trip ID and we'll review it for a possible refund.,100235,100233
100419,17658849,True,Wed Feb 01 01:11:00 +0000 2023,"just wanted to say the new app update is so much smoother, nice work @Uber_Support...",100420,
100064,Uber_Support,False,Wed Jan 11 02:03:00 +0000 2023,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,100063
100340,94650589,True,Sat Dec 02 14:26:00 +0000 2023,just dm'd you,,100339
100028,Uber_Support,False,Thu Oct 26 07:45:00 +0000 2023,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,100027
100051,63778945,True,Wed Sep 27 09:06:00 +0000 2023,why was I charged double for the same trip?? @Uber_Support,100052,
100281,15117547,True,Fri Sep 01 05:51:00 +0000 2023,"done, sent the details",,100280
100628,15679245,True,Sat Sep 09 21:48:00 +0000 2023,sent!,,100627
100532,Uber_Support,False,Sun Jul 23 21:48:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,,100531
100066,Uber_Support,False,Fri Dec 08 07:45:00 +0000 2023,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,,100065
100455,44628537,True,Sat Nov 11 00:12:00 +0000 2023,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support",100456,
100517,Uber_Support,False,Tue Oct 03 23:27:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,100518,100516
100061,Uber_Support,False,Tue May 02 02:35:00 +0000 2023,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,100062,100060
100483,Uber_Support,False,Sun Oct 22 00:48:00 +0000 2023,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,100484,100482
100092,Uber_Support,False,Thu May 04 11:18:00 +0000 2023,"Great question -- restaurant availability updates regularly, keep an eye on the app!",100093,100091
100106,Uber_Support,False,Fri Dec 08 13:55:00 +0000 2023,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,100105
100142,Uber_Support,False,Sat Sep 23 14:06:00 +0000 2023,"Love to hear it, thank you for the kind words!",,100141
100214,Uber_Support,False,Sun Apr 30 21:04:00 +0000 2023,"Great question -- restaurant availability updates regularly, keep an eye on the app!",100215,100213
100233,89955780,True,Sun Jan 29 18:26:00 +0000 2023,"I want a refund for my last trip, it was a mess @Uber_Support 😡",100234,
100037,Uber_Support,False,Sat Mar 11 10:19:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,100036
100374,Uber_Support,False,Sun Jun 18 15:25:00 +0000 2023,We understand. Please DM your trip ID and we'll review it for a possible refund.,100375,100373
100114,Uber_Support,False,Tue Jul 04 11:56:00 +0000 2023,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,100113
100312,66060995,True,Thu Jul 06 15:50:00 +0000 2023,my account got deactivated and I have no idea why @Uber_Support!,100313,
100456,Uber_Support,False,Sat Nov 11 01:26:00 +0000 2023,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,100455
100612,82276193,True,Mon Aug 14 17:34:00 +0000 2023,"can I get my money back for this ride, it was way overpriced @Uber_Support",100613,
100518,69227619,True,Tue Oct 03 23:52:00 +0000 2023,still waiting to hear back,,100517
100087,Uber_Support,False,Thu Nov 23 14:40:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,100088,100086
100165,58413585,True,Sun Dec 03 23:20:00 +0000 2023,ok thank you,,100164
100395,Uber_Support,False,Thu Nov 09 15:25:00 +0000 2023,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,100396,100394
100425,Uber_Support,False,Mon Oct 16 07:12:00 +0000 2023,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,100424
100345,Uber_Support,False,Thu Jan 12 05:54:00 +0000 2023,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,,100344
100200,Uber_Support,False,Fri Jun 23 02:41:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,100201,100199
100331,Uber_Support,False,Mon Jan 30 07:44:00 +0000 2023,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,100330
100502,14506907,True,Thu Mar 16 13:39:00 +0000 2023,still waiting to hear back,,100501
100519,42005218,True,Sun Oct 22 00:30:00 +0000 2023,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support",100520,
100171,Uber_Support,False,Mon Jun 26 20:03:00 +0000 2023,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,100172,100170
100084,Uber_Support,False,Sun Feb 19 23:44:00 +0000 2023,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,100085,100083
100491,57661401,True,Mon Oct 09 03:17:00 +0000 2023,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support",100492,
100630,Uber_Support,False,Mon Mar 13 15:45:00 +0000 2023,This is incredibly concerning and we want to help immediately. Can you please contact our dedicated safety team here: https://help.uber.com/safety,,100629
100437,29393035,True,Fri Jan 13 08:11:00 +0000 2023,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support",100438,
100314,66060995,True,Thu Jul 06 16:17:00 +0000 2023,"done, sent the details",,100313
100223,69907747,True,Sun Mar 12 08:06:00 +0000 2023,still waiting to hear back,,100222
100039,Uber_Support,False,Sat Feb 25 01:57:00 +0000 2023,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,100038
100548,Uber_Support,False,Sat Feb 18 13:00:00 +0000 2023,We're so sorry to hear this and want to make sure you're safe. Please reach out to our safety line so a specialist can help right away: https://help.uber.com/safety,,100547
100136,12158188,True,Sat Oct 28 22:07:00 +0000 2023,still waiting to hear back,,100135
100109,81281134,True,Wed Oct 04 13:28:00 +0000 2023,sent!,,100108
100386,44522619,True,Tue Aug 08 19:17:00 +0000 2023,"I was harassed by my driver during my ride tonight, this needs to be looked at immediately @Uber_Support",100387,
100568,85755780,True,Fri Oct 20 20:45:00 +0000 2023,"just wanted to say the new app update is so much smoother, nice work @Uber_Support",100569,
100308,Uber_Support,False,Fri Oct 06 10:10:00 +0000 2023,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,100307
100467,Uber_Support,False,Sun May 14 05:42:00 +0000 2023,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,100466
100610,37421960,True,Mon Jun 05 06:21:00 +0000 2023,does uber operate in Cape Town yet? @Uber_Support,100611,
100367,24033524,True,Thu Aug 17 15:34:00 +0000 2023,sent!,,100366
100471,51942343,True,Sat Sep 23 13:57:00 +0000 2023,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,100472,
100251,59960799,True,Thu Jul 06 15:46:00 +0000 2023,does uber operate in Cape Town yet? @Uber_Support,100252,
100594,91325776,True,Tue Nov 14 05:17:00 +0000 2023,"left my jacket in the car from my ride tonight, help! @Uber_Support 😡",100595,
100172,48414230,True,Mon Jun 26 20:23:00 +0000 2023,ok thank you,,100171
100616,57124752,True,Thu Jun 15 00:32:00 +0000 2023,still waiting to hear back,,100615
100636,32738446,True,Thu Jan 12 23:24:00 +0000 2023,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support",100637,
100001,Uber_Support,False,Wed May 24 18:49:00 +0000 2023,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,100000
100075,Uber_Support,False,Sat Mar 04 18:42:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,100074
100543,91678972,True,Sun Sep 24 03:36:00 +0000 2023,sent!,,100542
100504,Uber_Support,False,Fri Feb 17 16:41:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,100505,100503
100215,32230984,True,Sun Apr 30 21:58:00 +0000 2023,still waiting to hear back,,100214
100627,Uber_Support,False,Sat Sep 09 21:10:00 +0000 2023,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,100628,100626
100334,45607459,True,Tue Apr 18 15:08:00 +0000 2023,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support",100335,
100002,38816302,True,Sat Jan 14 15:38:00 +0000 2023,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support",100003,
100381,Uber_Support,False,Fri Feb 24 23:43:00 +0000 2023,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,100382,100380
100016,66599395,True,Sun Jan 15 06:35:00 +0000 2023,does uber operate in Cape Town yet? @Uber_Support,100017,
100268,Uber_Support,False,Fri Feb 17 08:59:00 +0000 2023,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,100267
100588,14155695,True,Thu Mar 30 04:51:00 +0000 2023,"can I get my money back for this ride, it was way overpriced @Uber_Support",100589,
100526,Uber_Support,False,Sun May 14 07:25:00 +0000 2023,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,100525
100131,48141534,True,Thu Sep 21 15:46:00 +0000 2023,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support",100132,
100439,73690811,True,Wed Oct 11 10:50:00 +0000 2023,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,100440,
100293,32160892,True,Thu Sep 07 19:31:00 +0000 2023,does uber operate in Cape Town yet? @Uber_Support,100294,
100018,87832216,True,Wed Oct 18 03:20:00 +0000 2023,my account got deactivated and I have no idea why @Uber_Support...,100019,
100338,94650589,True,Sat Dec 02 13:44:00 +0000 2023,my driver never showed up and I still got charged for cancelling @Uber_Support,100339,
100230,Uber_Support,False,Tue Oct 10 16:12:00 +0000 2023,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,100229
100296,71257352,True,Wed Feb 22 06:33:00 +0000 2023,"just wanted to say the new app update is so much smoother, nice work @Uber_Support",100297,
100436,Uber_Support,False,Thu Aug 10 23:39:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,,100435
100404,34669572,True,Tue May 23 22:17:00 +0000 2023,still waiting to hear back,,100403
100156,75248694,True,Wed May 24 11:31:00 +0000 2023,why was I charged double for the same trip?? @Uber_Support,100157,
100008,59982352,True,Sun Feb 05 11:21:00 +0000 2023,"I can't add my new card, it keeps saying payment failed @Uber_Support",100009,
100430,75950864,True,Fri Mar 31 18:31:00 +0000 2023,driver took a completely different route than the app showed and it cost me extra @Uber_Support,100431,
100528,Uber_Support,False,Sat Apr 08 00:32:00 +0000 2023,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,100527
100303,Uber_Support,False,Sat Feb 11 22:47:00 +0000 2023,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,100302
100576,93339264,True,Fri Apr 07 18:21:00 +0000 2023,"just wanted to say the new app update is so much smoother, nice work @Uber_Support",100577,
100048,79578048,True,Sun May 14 12:16:00 +0000 2023,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support",100049,
100629,13963730,True,Mon Mar 13 14:21:00 +0000 2023,"my driver just got into an accident on the highway, we're both okay but this was terrifying @Uber_Support",100630,
100464,26286981,True,Thu Feb 16 22:56:00 +0000 2023,driver took a completely different route than the app showed and it cost me extra @Uber_Support,100465,
100330,72446885,True,Mon Jan 30 07:13:00 +0000 2023,"can I get my money back for this ride, it was way overpriced @Uber_Support",100331,
100253,56935889,True,Tue Mar 21 05:48:00 +0000 2023,the app keeps crashing every time I try to request a ride @Uber_Support!,100254,
100317,80207784,True,Thu May 11 01:29:00 +0000 2023,still waiting to hear back,,100316
100102,Uber_Support,False,Wed Nov 22 23:19:00 +0000 2023,We'd like to help sort this out -- can you send us your account email via DM?,,100101
